fuente,L,arm,p,seed,primaria,ber_test,ber_test_final,ber_test_bnfix,ber_val,mejor_step,ber_top90,ber_top50,ber_tapados
markov,70,ladder_random,0.25,1,False,0.10105089843273163,0.10117430239915848,0.10053879767656326,0.10117010027170181,25500,0.06688789278268814,0.024114400148391724,0.11769998354316795
markov,70,stacked_rbm,0.0,1,False,0.08854780346155167,0.08940370380878448,nan,0.08869419991970062,750,0.058924779295921326,0.03320620208978653,nan
markov,70,stacked_rbm,0.1,1,False,0.08874800056219101,0.09028539806604385,0.08878250420093536,0.08886760473251343,750,0.05915144458413124,0.033356402069330215,0.10843274619695757
markov,70,stacked_rbm,0.25,1,False,0.08918390423059464,0.09365890175104141,0.08926250040531158,0.08925960212945938,750,0.05954500287771225,0.033783599734306335,0.11163417943872993
markov,35,ladder_random,0.0,1,False,0.19605350494384766,0.1960369050502777,nan,0.1966789960861206,28500,0.16662922501564026,0.07459880411624908,nan
markov,35,ladder_random,0.1,1,False,0.19744710624217987,0.19745729863643646,0.19726669788360596,0.19764010608196259,30000,0.16819344460964203,0.07742080092430115,0.21291433146517214
markov,35,ladder_random,0.25,1,False,0.191179096698761,0.1911059021949768,0.191128209233284,0.19149120151996613,27750,0.1614460051059723,0.07443159818649292,0.2031533852824669
markov,35,stacked_rbm,0.0,1,False,0.17982600629329681,0.18904180824756622,nan,0.17930780351161957,750,0.15443089604377747,0.09303519874811172,nan
markov,35,stacked_rbm,0.1,1,False,0.17813679575920105,0.17900580167770386,0.1818425953388214,0.1780698001384735,24000,0.14880099892616272,0.08060619980096817,0.19759107285828664
markov,35,stacked_rbm,0.25,1,False,0.17695419490337372,0.18520420789718628,0.1774080991744995,0.17657890915870667,750,0.15156300365924835,0.09227319806814194,0.19348269409952498
markov,250,ladder_random,0.0,2,True,0.01300210040062666,0.012970100156962872,nan,0.013006600551307201,29250,0.0014167778426781297,0.00017080000543501228,nan
markov,250,ladder_random,0.1,2,True,0.0140174999833107,0.014018099755048752,0.01402289979159832,0.014024000614881516,28500,0.00161922222469002,0.00018560000171419233,0.07329205836887899
markov,250,ladder_random,0.25,2,True,0.020419999957084656,0.020409099757671356,0.02042210102081299,0.02045600116252899,29250,0.0031924445647746325,0.00036380000528879464,0.07174326494451366
markov,250,stacked_rbm,0.0,2,True,0.010686499997973442,0.010746300220489502,nan,0.010753300040960312,29250,0.001144777750596404,0.0001201999984914437,nan
markov,250,stacked_rbm,0.1,2,True,0.011730600148439407,0.011753500439226627,0.011739300563931465,0.011705400422215462,28500,0.0015670000575482845,0.00014540000120177865,0.06274334531187195
markov,250,stacked_rbm,0.25,2,True,0.01658329926431179,0.01658499985933304,0.01657409965991974,0.016584500670433044,29250,0.0030896668322384357,0.0004284000024199486,0.0674387490425632
markov,125,ladder_random,0.0,2,False,0.04630780220031738,0.04668179899454117,nan,0.04632540047168732,29250,0.017772333696484566,0.00520739983767271,nan
markov,125,ladder_random,0.1,2,False,0.04502459987998009,0.04535809904336929,0.045089300721883774,0.0451154001057148,27750,0.01579977758228779,0.004093800205737352,0.07424294236103196
markov,125,ladder_random,0.25,2,False,0.04695320129394531,0.04695320129394531,0.047143999487161636,0.04693720117211342,30000,0.01639322191476822,0.005590599961578846,0.07744488863734994
markov,125,stacked_rbm,0.0,2,False,0.0438787005841732,0.047830600291490555,nan,0.044001299887895584,2250,0.0171267781406641,0.005092000123113394,nan
markov,125,stacked_rbm,0.1,2,False,0.04395719990134239,0.04625910148024559,0.043970100581645966,0.044044699519872665,2250,0.01705211214721203,0.005372200161218643,0.07554578341442345
markov,125,stacked_rbm,0.25,2,False,0.044749800115823746,0.04731860011816025,0.044792599976062775,0.04474639892578125,2250,0.017680222168564796,0.00634300010278821,0.07965154299816213
markov,70,ladder_random,0.0,2,False,0.10127050429582596,0.10161919891834259,nan,0.10135269910097122,28500,0.06502844393253326,0.017545800656080246,nan
