fuente,L,arm,p,seed,primaria,ber_test,ber_test_final,ber_test_bnfix,ber_val,mejor_step,ber_top90,ber_top50,ber_tapados
code,125,stacked_rbm,0.1,1,False,0.37290459871292114,0.37309810519218445,0.3729130029678345,0.37269291281700134,11250,0.35875022411346436,0.24619320034980774,0.49465872698158525
code,125,stacked_rbm,0.25,1,False,0.3750230073928833,0.3751128017902374,0.3750218152999878,0.3746758997440338,11250,0.36115890741348267,0.25013118982315063,0.4952389303779906
code,70,ladder_random,0.0,1,False,0.405164897441864,0.40819600224494934,nan,0.40485650300979614,2250,0.39523768424987793,0.34464719891548157,nan
code,70,ladder_random,0.1,1,False,0.4038161039352417,0.44127070903778076,0.403350293636322,0.404011994600296,2250,0.39397290349006653,0.3440436124801636,0.4995626501200961
code,70,ladder_random,0.25,1,False,0.40106430649757385,0.4291214942932129,0.400688111782074,0.4011484980583191,3000,0.3907385766506195,0.3387660086154938,0.4995437333304504
code,70,stacked_rbm,0.0,1,False,0.41410619020462036,0.42566540837287903,nan,0.41413891315460205,2250,0.40466633439064026,0.3352470099925995,nan
code,70,stacked_rbm,0.1,1,False,0.4124535024166107,0.42798709869384766,0.41235071420669556,0.41250690817832947,3000,0.40281757712364197,0.3331606090068817,0.4980104083266613
code,70,stacked_rbm,0.25,1,False,0.40997159481048584,0.4233662188053131,0.4101603925228119,0.4098663926124573,3750,0.4001798927783966,0.33041441440582275,0.498107063904962
code,35,ladder_random,0.0,1,False,0.43502330780029297,0.4356748163700104,nan,0.4347859025001526,18000,0.42826712131500244,0.3906514048576355,nan
code,35,ladder_random,0.1,1,False,0.4350143074989319,0.4350244104862213,0.43498939275741577,0.43509820103645325,28500,0.42821645736694336,0.38963380455970764,0.4915302241793435
code,35,ladder_random,0.25,1,False,0.4439130127429962,0.44387540221214294,0.443983793258667,0.44394299387931824,27000,0.43801045417785645,0.40511080622673035,0.49506555304765715
code,35,stacked_rbm,0.0,1,False,0.44189679622650146,0.4611228108406067,nan,0.44223231077194214,2250,0.43551334738731384,0.38887661695480347,nan
code,35,stacked_rbm,0.1,1,False,0.4416033923625946,0.4627183973789215,0.44153380393981934,0.44177621603012085,3000,0.4352293312549591,0.3887540102005005,0.49829663730984786
code,35,stacked_rbm,0.25,1,False,0.4410440921783447,0.4555027186870575,0.44117259979248047,0.4411500096321106,3750,0.4345925748348236,0.38828301429748535,0.49813829584899433
code,250,ladder_random,0.0,2,False,0.2477301061153412,0.285889208316803,nan,0.2478955090045929,1500,0.22272567451000214,0.12722359597682953,nan
code,250,ladder_random,0.1,2,False,0.2477063089609146,0.27207469940185547,0.24771679937839508,0.247720405459404,1500,0.22274722158908844,0.12727899849414825,0.49962804537846384
code,250,ladder_random,0.25,2,False,0.24795480072498322,0.2780485153198242,0.24804329872131348,0.24800020456314087,1500,0.22293545305728912,0.12729060649871826,0.5006265586471292
code,250,stacked_rbm,0.0,2,False,0.24506960809230804,0.24507500231266022,nan,0.2450927048921585,29250,0.21703623235225677,0.013744600117206573,nan
code,250,stacked_rbm,0.1,2,False,0.2421168088912964,0.2421168088912964,0.24208539724349976,0.24207310378551483,30000,0.2140248864889145,0.021532200276851654,0.4787525921837536
code,250,stacked_rbm,0.25,2,False,0.2578977942466736,0.2578977942466736,0.2579396069049835,0.25803670287132263,30000,0.2314414530992508,0.0358147993683815,0.48416844488263777
code,125,ladder_random,0.0,2,False,0.343715101480484,0.3668020963668823,nan,0.3439137935638428,1500,0.3277435600757599,0.25210699439048767,nan
code,125,ladder_random,0.1,2,False,0.343321293592453,0.37360548973083496,0.34307870268821716,0.3434533178806305,2250,0.3271884620189667,0.24613040685653687,0.5007889037537421
code,125,ladder_random,0.25,2,False,0.3418259918689728,0.37267589569091797,0.341695100069046,0.3418574929237366,2250,0.3255425691604614,0.24609340727329254,0.499771815060206
code,125,stacked_rbm,0.0,2,False,0.3669233024120331,0.36899539828300476,nan,0.36690211296081543,9750,0.35212990641593933,0.23523400723934174,nan
code,125,stacked_rbm,0.1,2,False,0.3685176968574524,0.36963629722595215,0.36853229999542236,0.3684625029563904,18000,0.3539693355560303,0.23789380490779877,0.48785048224116656
code,125,stacked_rbm,0.25,2,False,0.3662799894809723,0.3665992021560669,0.36660289764404297,0.3661130964756012,18750,0.35149165987968445,0.2373408079147339,0.491931132545252
code,70,ladder_random,0.0,2,False,0.4055730998516083,0.4061567187309265,nan,0.40515780448913574,2250,0.39589056372642517,0.34593579173088074,nan
code,70,ladder_random,0.1,2,False,0.4040873944759369,0.43186020851135254,0.40371569991111755,0.4039863049983978,3000,0.3941487967967987,0.3420216143131256,0.49932408246193966
code,70,ladder_random,0.25,2,False,0.3993853032588959,0.4324954152107239,0.3991498053073883,0.39940300583839417,3000,0.3890835642814636,0.3372388184070587,0.5003109794753546
code,70,stacked_rbm,0.0,2,False,0.4118240177631378,0.4200192987918854,nan,0.41184911131858826,3000,0.40218889713287354,0.33105480670928955,nan
code,70,stacked_rbm,0.1,2,False,0.4102868139743805,0.42509061098098755,0.41024860739707947,0.4103091061115265,3000,0.4004009962081909,0.3285728096961975,0.4940037315447515
code,70,stacked_rbm,0.25,2,False,0.4077422022819519,0.4140329957008362,0.4076417088508606,0.4075782001018524,3750,0.39770111441612244,0.32546481490135193,0.4954612995542294
code,35,ladder_random,0.0,2,False,0.4340706169605255,0.4340481162071228,nan,0.43393099308013916,18000,0.4271392226219177,0.38906800746917725,nan
code,35,ladder_random,0.1,2,False,0.43908631801605225,0.4396573007106781,0.4390230178833008,0.4391556978225708,21750,0.43271979689598083,0.3966633975505829,0.4968503842531211
code,35,ladder_random,0.25,2,False,0.44849419593811035,0.4547227919101715,0.4483759105205536,0.4484300911426544,3000,0.44314178824424744,0.41655901074409485,0.5000009999340044
code,35,stacked_rbm,0.0,2,False,0.4392662048339844,0.44868209958076477,nan,0.43919050693511963,3750,0.43261122703552246,0.38412919640541077,nan
code,35,stacked_rbm,0.1,2,False,0.43906351923942566,0.4539504051208496,0.4388768970966339,0.4390164911746979,4500,0.43238377571105957,0.3841685950756073,0.49105709103489376
code,35,stacked_rbm,0.25,2,False,0.43826520442962646,0.446942001581192,0.43856939673423767,0.4383634924888611,4500,0.43154412508010864,0.38303661346435547,0.49495173318560975
code,250,ladder_random,0.0,3,False,0.247599795460701,0.27622199058532715,nan,0.24763250350952148,1500,0.2225291132926941,0.1271740049123764,nan
code,250,ladder_random,0.1,3,False,0.24765130877494812,0.26023760437965393,0.2476446032524109,0.24766799807548523,1500,0.22257278859615326,0.12730540335178375,0.5004481347701624
code,250,ladder_random,0.25,3,False,0.2478279024362564,0.2723798155784607,0.24781210720539093,0.24781310558319092,1500,0.22273500263690948,0.12735560536384583,0.49980405517806187
code,250,stacked_rbm,0.0,3,False,0.2372187077999115,0.2372187077999115,nan,0.23700180649757385,30000,0.20852677524089813,0.009708800353109837,nan
code,250,stacked_rbm,0.1,3,False,0.24302290380001068,0.24299781024456024,0.24300870299339294,0.24292050302028656,29250,0.21487011015415192,0.014677200466394424,0.4719363718569366
code,250,stacked_rbm,0.25,3,False,0.25997158885002136,0.25997158885002136,0.26000741124153137,0.2600131928920746,30000,0.23348544538021088,0.03153819963335991,0.4801395926906983
code,125,ladder_random,0.0,3,False,0.34371060132980347,0.36813390254974365,nan,0.34381619095802307,1500,0.32771623134613037,0.25232499837875366,nan
code,125,ladder_random,0.1,3,False,0.3432179093360901,0.3738953173160553,0.34301450848579407,0.34315991401672363,2250,0.32697343826293945,0.24619139730930328,0.4990722561112693
code,125,ladder_random,0.25,3,False,0.3418619930744171,0.37195560336112976,0.34143969416618347,0.3417690098285675,2250,0.3255745470523834,0.246356800198555,0.49992642071992527
code,125,stacked_rbm,0.0,3,False,0.3677794933319092,0.3680696189403534,nan,0.367593914270401,20250,0.35315001010894775,0.23714520037174225,nan
code,125,stacked_rbm,0.1,3,False,0.37365779280662537,0.37371179461479187,0.3736574053764343,0.37360769510269165,25500,0.3596753478050232,0.24761740863323212,0.4832541478694864
code,125,stacked_rbm,0.25,3,False,0.3747292160987854,0.37468621134757996,0.3747292160987854,0.37468221783638,28500,0.36085245013237,0.2497989982366562,0.48925702522169756
code,70,ladder_random,0.0,3,False,0.40571531653404236,0.4161849915981293,nan,0.40561169385910034,2250,0.39602646231651306,0.34610259532928467,nan
code,70,ladder_random,0.1,3,False,0.40442249178886414,0.43609419465065,0.40379971265792847,0.40432441234588623,2250,0.39453500509262085,0.34505540132522583,0.4999395492673471
code,70,ladder_random,0.25,3,False,0.4004485011100769,0.42498910427093506,0.4001086950302124,0.4002774953842163,3000,0.39014044404029846,0.33861279487609863,0.49985803997594275
code,70,stacked_rbm,0.0,3,False,0.41371670365333557,0.4264940917491913,nan,0.4138511121273041,2250,0.4042595624923706,0.33453741669654846,nan
code,70,stacked_rbm,0.1,3,False,0.41304531693458557,0.4288997948169708,0.41300079226493835,0.41272130608558655,3000,0.4035654664039612,0.3345158100128174,0.5002043334682233
code,70,stacked_rbm,0.25,3,False,0.4112167954444885,0.4288789927959442,0.41120171546936035,0.41095229983329773,3000,0.4014834463596344,0.33191078901290894,0.4991578371530577
code,35,ladder_random,0.0,3,False,0.43453550338745117,0.43460801243782043,nan,0.4344300925731659,24750,0.4276716709136963,0.38808581233024597,nan
code,35,ladder_random,0.1,3,False,0.43788889050483704,0.43786540627479553,0.43785420060157776,0.43767720460891724,27750,0.4312823414802551,0.39527881145477295,0.4961896054715407
code,35,ladder_random,0.25,3,False,0.4465041160583496,0.4479857087135315,0.44631829857826233,0.4465751051902771,3000,0.4410223364830017,0.41371139883995056,0.4998072542771955
code,35,stacked_rbm,0.0,3,False,0.44048580527305603,0.46263960003852844,nan,0.44076600670814514,3000,0.433960884809494,0.38670119643211365,nan
code,35,stacked_rbm,0.1,3,False,0.43994659185409546,0.4639357030391693,0.4399242103099823,0.440179705619812,3000,0.4333503544330597,0.3858148157596588,0.5000054955211503
code,35,stacked_rbm,0.25,3,False,0.4388331174850464,0.4571405053138733,0.43886151909828186,0.43895870447158813,3750,0.43227413296699524,0.3854038119316101,0.4995021401973204
random,250,ladder_random,0.0,1,False,0.24779459834098816,0.2835861146450043,nan,0.24776610732078552,1500,0.22268745303153992,0.12698620557785034,nan
random,250,ladder_random,0.1,1,False,0.24781180918216705,0.2805604934692383,0.2477875053882599,0.24767480790615082,1500,0.2227557748556137,0.12695619463920593,0.49991393114491595
random,250,ladder_random,0.25,1,False,0.2479892075061798,0.28266671299934387,0.24799410998821259,0.24786579608917236,1500,0.22290077805519104,0.12713660299777985,0.5001639677061699
random,250,stacked_rbm,0.0,1,False,0.25968819856643677,0.25968819856643677,nan,0.25973841547966003,30000,0.23309101164340973,0.023800000548362732,nan
random,250,stacked_rbm,0.1,1,False,0.2631758153438568,0.2631758153438568,0.26317641139030457,0.26302340626716614,30000,0.23698990046977997,0.03289220109581947,0.50048839071257
random,250,stacked_rbm,0.25,1,False,0.26612281799316406,0.26612281799316406,0.2661305069923401,0.2660137116909027,30000,0.24030256271362305,0.04559360072016716,0.5002336389659343
random,250,ladder_random,0.0,2,False,0.24777370691299438,0.2846912145614624,nan,0.24762339890003204,1500,0.22271455824375153,0.12698839604854584,nan
random,250,ladder_random,0.1,2,False,0.24771510064601898,0.2825286090373993,0.2476866990327835,0.2475356012582779,1500,0.2227027863264084,0.12706099450588226,0.5005579319323042
random,250,ladder_random,0.25,2,False,0.24790440499782562,0.2822650074958801,0.2479846030473709,0.24773339927196503,1500,0.2228071093559265,0.12720100581645966,0.4998210118132203
random,250,stacked_rbm,0.0,2,False,0.2572055160999298,0.25724709033966064,nan,0.25721099972724915,27750,0.23039767146110535,0.01860800012946129,nan
random,250,stacked_rbm,0.1,2,False,0.2612309157848358,0.2612341046333313,0.2612200081348419,0.261155903339386,29250,0.23473267257213593,0.028411800041794777,0.500219973163274
random,250,stacked_rbm,0.25,2,False,0.26478540897369385,0.2647629976272583,0.2647759020328522,0.26470041275024414,28500,0.23891855776309967,0.04178880155086517,0.5001481902194456
random,250,ladder_random,0.0,3,False,0.24787400662899017,0.286380410194397,nan,0.2476007044315338,1500,0.22273389995098114,0.12711060047149658,nan
random,250,ladder_random,0.1,3,False,0.24776490032672882,0.28554290533065796,0.24773700535297394,0.24772100150585175,1500,0.2227686643600464,0.12717220187187195,0.5008787837912102
random,250,ladder_random,0.25,3,False,0.2479439079761505,0.28350830078125,0.2479023039340973,0.2478296011686325,1500,0.22285044193267822,0.1272449940443039,0.5001459588979743
random,250,stacked_rbm,0.0,3,False,0.2562536895275116,0.2562536895275116,nan,0.2563104033470154,30000,0.2293122261762619,0.016196399927139282,nan
random,250,stacked_rbm,0.1,3,False,0.2604050934314728,0.2604008913040161,0.260398805141449,0.2604227066040039,29250,0.23383422195911407,0.025860199704766273,0.5003801901450318
random,250,stacked_rbm,0.25,3,False,0.2611725926399231,0.2611823081970215,0.26117560267448425,0.26144999265670776,29250,0.23502622544765472,0.04039619863033295,0.5002947170076907
markov,250,ladder_random,0.0,0,True,0.013477600179612637,0.013512500561773777,nan,0.013599599711596966,29250,0.0015447777695953846,0.00017579999985173345,nan
markov,250,ladder_random,0.1,0,True,0.01381279993802309,0.013808900490403175,0.01380810048431158,0.013933400623500347,28500,0.001587222213856876,0.00017379999917466193,0.07232844138063556
markov,250,ladder_random,0.25,0,True,0.02023709937930107,0.0202334001660347,0.020240500569343567,0.020379099994897842,28500,0.0031998888589441776,0.00036700000055134296,0.07078927810256301
markov,250,stacked_rbm,0.0,0,True,0.010785500518977642,0.01081520039588213,nan,0.010886000469326973,29250,0.0011271111434325576,0.0001221999991685152,nan
markov,250,stacked_rbm,0.1,0,True,0.011459399946033955,0.011447899974882603,0.011452999897301197,0.01158630009740591,28500,0.001550000044517219,0.00014879999798722565,0.06346427913754313
markov,250,stacked_rbm,0.25,0,True,0.016820799559354782,0.016812000423669815,0.01682320050895214,0.01694660075008869,28500,0.003160222200676799,0.00041259999852627516,0.06735068130272485
markov,125,ladder_random,0.0,0,False,0.046675000339746475,0.04688020050525665,nan,0.046945299953222275,29250,0.018153443932533264,0.005206999834626913,nan
markov,125,ladder_random,0.1,0,False,0.04443399980664253,0.04483390226960182,0.04460180178284645,0.044679898768663406,28500,0.01595233380794525,0.004155000206083059,0.07335126782440211
markov,125,ladder_random,0.25,0,False,0.04629639908671379,0.04650560021400452,0.046447500586509705,0.04651300236582756,27000,0.016609778627753258,0.005616399925202131,0.07630318660894227
markov,125,stacked_rbm,0.0,0,False,0.04434819892048836,0.046933699399232864,nan,0.04464549943804741,2250,0.017551222816109657,0.005060799885541201,nan
markov,125,stacked_rbm,0.1,0,False,0.044579099863767624,0.04663969948887825,0.044582799077034,0.04474470019340515,2250,0.017535889521241188,0.005319599993526936,0.07689713288336976
markov,125,stacked_rbm,0.25,0,False,0.045502301305532455,0.049374502152204514,0.04548089951276779,0.04569990187883377,2250,0.018361445516347885,0.006155800074338913,0.08125938757715453
markov,70,ladder_random,0.0,0,False,0.1005719006061554,0.10097450017929077,nan,0.10126800090074539,27000,0.06510289013385773,0.018300600349903107,nan
markov,70,ladder_random,0.1,0,False,0.10224810242652893,0.1029748022556305,0.10179059952497482,0.1027987003326416,27000,0.0657016709446907,0.021497000008821487,0.12083763681054292
markov,70,ladder_random,0.25,0,False,0.09983170032501221,0.09983289986848831,0.09965430200099945,0.10031510144472122,28500,0.0649418905377388,0.02341720089316368,0.11911753476476936
markov,70,stacked_rbm,0.0,0,False,0.08906610310077667,0.09088809788227081,nan,0.08948449790477753,750,0.05931255593895912,0.03363199904561043,nan
markov,70,stacked_rbm,0.1,0,False,0.08910520374774933,0.0898469015955925,0.08912230283021927,0.08955000340938568,750,0.05944022163748741,0.033692602068185806,0.1087568755554488
markov,70,stacked_rbm,0.25,0,False,0.08907060325145721,0.0898284986615181,0.0891226977109909,0.08953750133514404,750,0.05939655750989914,0.03425860032439232,0.1119193095140908
markov,35,ladder_random,0.0,0,False,0.20194299519062042,0.2019205093383789,nan,0.20267410576343536,29250,0.17295999825000763,0.07978659868240356,nan
markov,35,ladder_random,0.1,0,False,0.20169760286808014,0.20165620744228363,0.20165599882602692,0.2028995007276535,29250,0.1727474480867386,0.08069480210542679,0.21674913329970616
markov,35,ladder_random,0.25,0,False,0.1785065084695816,0.1784954071044922,0.17850349843502045,0.1791089028120041,27000,0.1479291170835495,0.07107839733362198,0.188061780402357
markov,35,stacked_rbm,0.0,0,False,0.1719316989183426,0.18446780741214752,nan,0.17275850474834442,750,0.1461511105298996,0.09429419785737991,nan
markov,35,stacked_rbm,0.1,0,False,0.1709837019443512,0.18347010016441345,0.17116080224514008,0.17165540158748627,750,0.1452595591545105,0.09413540363311768,0.18133151586481877
markov,35,stacked_rbm,0.25,0,False,0.17325469851493835,0.178603395819664,0.17404530942440033,0.17407649755477905,750,0.14734767377376556,0.09463900327682495,0.18745050095729798
lowdim,250,ladder_random,0.0,0,False,0.039323799312114716,0.0393035002052784,nan,0.03939419984817505,27750,0.01093211118131876,6.620000203838572e-05,nan
lowdim,250,ladder_random,0.1,0,False,0.03449080139398575,0.03446090221405029,0.034478601068258286,0.03429650142788887,29250,0.007693889085203409,1.2399999832268804e-05,0.11262299938350187
lowdim,250,ladder_random,0.25,0,False,0.03998440131545067,0.039934199303388596,0.039976999163627625,0.0399789996445179,24750,0.011045888997614384,2.7600000976235606e-05,0.10749203117884981
lowdim,250,stacked_rbm,0.0,0,False,0.037532299757003784,0.03749470040202141,nan,0.03745429962873459,28500,0.009713666513562202,4.3399999412940815e-05,nan
lowdim,250,stacked_rbm,0.1,0,False,0.03507320210337639,0.03507320210337639,0.035087700933218,0.03517960011959076,30000,0.008034888654947281,1.4000000192027073e-05,0.11273308833537499
lowdim,250,stacked_rbm,0.25,0,False,0.04060009866952896,0.04060009866952896,0.040609799325466156,0.040549300611019135,30000,0.01138655561953783,2.8599999495781958e-05,0.10873857748996427
lowdim,125,ladder_random,0.0,0,False,0.08733930438756943,0.08733930438756943,nan,0.0873963013291359,30000,0.05199866741895676,0.002743199933320284,nan
lowdim,125,ladder_random,0.1,0,False,0.08571220189332962,0.08571039885282516,0.08575750142335892,0.08575519919395447,29250,0.05026455596089363,0.0023424001410603523,0.12380403365919664
lowdim,125,ladder_random,0.25,0,False,0.08555930107831955,0.08555930107831955,0.08559930324554443,0.08578330278396606,30000,0.0501626692712307,0.0022688000462949276,0.12989868113161457
lowdim,125,stacked_rbm,0.0,0,False,0.07109060138463974,0.07110130041837692,nan,0.07106859982013702,28500,0.03639055788516998,0.0009473999962210655,nan
lowdim,125,stacked_rbm,0.1,0,False,0.07119599729776382,0.07115139812231064,0.07119230180978775,0.07113289833068848,29250,0.03649722412228584,0.0008699999889358878,0.11794830222820038
lowdim,125,stacked_rbm,0.25,0,False,0.07687690109014511,0.07682820409536362,0.07687480002641678,0.0767132043838501,27000,0.04178844392299652,0.001385000068694353,0.1247369879235329
lowdim,70,ladder_random,0.0,0,False,0.1408023089170456,0.1407938003540039,nan,0.1404384970664978,30000,0.10694599896669388,0.02096860110759735,nan
lowdim,70,ladder_random,0.1,0,False,0.1432960033416748,0.14329129457473755,0.1432722955942154,0.1431816965341568,29250,0.10962900519371033,0.022208400070667267,0.17199997598059233
lowdim,70,ladder_random,0.25,0,False,0.14198310673236847,0.14195050299167633,0.14196880161762238,0.1418638974428177,28500,0.10822344571352005,0.021624000743031502,0.17566987871560155
lowdim,70,stacked_rbm,0.0,0,False,0.11371610313653946,0.11372720450162888,nan,0.11377560347318649,30000,0.07867389172315598,0.009418000467121601,nan
lowdim,70,stacked_rbm,0.1,0,False,0.11306799948215485,0.11308090388774872,0.11318980157375336,0.11326640099287033,28500,0.0780254453420639,0.008826199918985367,0.1455285870983755
lowdim,70,stacked_rbm,0.25,0,False,0.11560880392789841,0.11556970328092575,0.11609280109405518,0.11588480323553085,29250,0.08060622215270996,0.009617599658668041,0.1520450675665681
lowdim,35,ladder_random,0.0,0,False,0.25835680961608887,0.258356511592865,nan,0.2578712999820709,30000,0.2342538982629776,0.13656820356845856,nan
lowdim,35,ladder_random,0.1,0,False,0.2507376968860626,0.25073930621147156,0.2507309019565582,0.250062495470047,30000,0.22571955621242523,0.12655599415302277,0.2688872609068127
lowdim,35,ladder_random,0.25,0,False,0.2518657147884369,0.2518298923969269,0.2518177032470703,0.25126510858535767,28500,0.22701822221279144,0.1275894045829773,0.2685063952463328
lowdim,35,stacked_rbm,0.0,0,False,0.1908687949180603,0.19641880691051483,nan,0.19119280576705933,6000,0.16073456406593323,0.060290202498435974,nan
lowdim,35,stacked_rbm,0.1,0,False,0.19227589666843414,0.19310960173606873,0.19169220328330994,0.1919834017753601,27750,0.16224034130573273,0.06192459911108017,0.21992970320018576
lowdim,35,stacked_rbm,0.25,0,False,0.18999409675598145,0.19033579528331757,0.19125740230083466,0.19003599882125854,29250,0.15971845388412476,0.05971059948205948,0.22378104921779018
code,250,ladder_random,0.0,0,False,0.24764029681682587,0.2803797125816345,nan,0.24790939688682556,1500,0.2225470095872879,0.12710480391979218,nan
code,250,ladder_random,0.1,0,False,0.24761830270290375,0.25642889738082886,0.24760310351848602,0.2479725033044815,1500,0.22260022163391113,0.1271347999572754,0.49959767492133644
code,250,ladder_random,0.25,0,False,0.24785640835762024,0.2711583077907562,0.24780669808387756,0.2480705976486206,1500,0.2227625548839569,0.12732839584350586,0.5002712577524346
code,250,stacked_rbm,0.0,0,False,0.24556460976600647,0.24556460976600647,nan,0.24545730650424957,30000,0.21771112084388733,0.01630360074341297,nan
code,250,stacked_rbm,0.1,0,False,0.2486198991537094,0.2485911101102829,0.24861429631710052,0.24859780073165894,29250,0.22107267379760742,0.023489799350500107,0.4760296319426096
code,250,stacked_rbm,0.25,0,False,0.2612451910972595,0.26114630699157715,0.26126161217689514,0.26124000549316406,21750,0.23501111567020416,0.03806060180068016,0.48233626286375425
code,125,ladder_random,0.0,0,False,0.3442775011062622,0.366239994764328,nan,0.3442952036857605,1500,0.3283340036869049,0.25241079926490784,nan
code,125,ladder_random,0.1,0,False,0.34351909160614014,0.3739941120147705,0.34333398938179016,0.3435766100883484,2250,0.3273087739944458,0.24616579711437225,0.5004833905795883
code,125,ladder_random,0.25,0,False,0.3420383036136627,0.3741067051887512,0.34176409244537354,0.34197840094566345,2250,0.32580024003982544,0.24607619643211365,0.5007230208478674
code,125,stacked_rbm,0.0,0,False,0.36581408977508545,0.36671119928359985,nan,0.36579251289367676,16500,0.3510007858276367,0.23351500928401947,nan
code,125,stacked_rbm,0.1,0,False,0.3651745021343231,0.3652361035346985,0.3651764988899231,0.3651539981365204,25500,0.35024088621139526,0.23122639954090118,0.4770134268488939
code,125,stacked_rbm,0.25,0,False,0.37153229117393494,0.37162911891937256,0.3717550039291382,0.3712413012981415,21000,0.35719889402389526,0.24502740800380707,0.4837091429254499
code,70,ladder_random,0.0,0,False,0.4036101996898651,0.4040535092353821,nan,0.40357890725135803,2250,0.39363667368888855,0.34354060888290405,nan
code,70,ladder_random,0.1,0,False,0.4012438952922821,0.4411519169807434,0.40115460753440857,0.4011489152908325,3000,0.39111289381980896,0.337992399930954,0.5003082490652447
code,70,ladder_random,0.25,0,False,0.39816269278526306,0.41793951392173767,0.3981305956840515,0.3980017900466919,3000,0.38761666417121887,0.3353208005428314,0.5005027363650502
code,70,stacked_rbm,0.0,0,False,0.412826806306839,0.422865092754364,nan,0.4126971960067749,3000,0.4031825661659241,0.3319070041179657,nan
code,70,stacked_rbm,0.1,0,False,0.41159021854400635,0.4178348183631897,0.4115681052207947,0.4117000997066498,3000,0.4019102156162262,0.3302130103111267,0.49309041705698203
code,70,stacked_rbm,0.25,0,False,0.4095892906188965,0.42370861768722534,0.4095520079135895,0.40980300307273865,4500,0.39983078837394714,0.3281593918800354,0.49098652666541664
code,35,ladder_random,0.0,0,False,0.4334903061389923,0.43348750472068787,nan,0.4338344931602478,30000,0.4265005588531494,0.3872170150279999,nan
code,35,ladder_random,0.1,0,False,0.4348461925983429,0.4348571002483368,0.434853196144104,0.4349125921726227,28500,0.4280315637588501,0.38907721638679504,0.49018006549291826
code,35,ladder_random,0.25,0,False,0.44281741976737976,0.44276291131973267,0.4429019093513489,0.4430941939353943,29250,0.4368917942047119,0.4046246111392975,0.49727882698313003
code,35,stacked_rbm,0.0,0,False,0.4441007077693939,0.44918039441108704,nan,0.44422420859336853,1500,0.43803033232688904,0.3926362097263336,nan
code,35,stacked_rbm,0.1,0,False,0.4437571167945862,0.44427821040153503,0.44366180896759033,0.44372281432151794,3750,0.43745023012161255,0.3910413980484009,0.4897557226238801
code,35,stacked_rbm,0.25,0,False,0.44475480914115906,0.4478000998497009,0.4448882043361664,0.44459179043769836,2250,0.43865588307380676,0.39381760358810425,0.4984909913241496
random,250,ladder_random,0.0,0,False,0.2476648986339569,0.2864532172679901,nan,0.2475389987230301,1500,0.22259066998958588,0.12702520191669464,nan
random,250,ladder_random,0.1,0,False,0.2476172000169754,0.28454309701919556,0.24759790301322937,0.2476319968700409,1500,0.22261178493499756,0.1272311955690384,0.500176142322997
random,250,ladder_random,0.25,0,False,0.24771030247211456,0.28356030583381653,0.2477577030658722,0.2478027045726776,1500,0.2227896749973297,0.1274380087852478,0.49968276635732223
random,250,stacked_rbm,0.0,0,False,0.25923240184783936,0.2592791020870209,nan,0.259278804063797,29250,0.23262333869934082,0.022870199754834175,nan
random,250,stacked_rbm,0.1,0,False,0.26150089502334595,0.26146629452705383,0.2615512013435364,0.26155951619148254,27750,0.23511122167110443,0.0290025994181633,0.49968574608283495
random,250,stacked_rbm,0.25,0,False,0.2657800018787384,0.2657906115055084,0.2657575011253357,0.26578080654144287,29250,0.23995999991893768,0.04451819881796837,0.49963958899952865
